"","chromosome","genesymbol","position","clustersize"
"1148610","chr17","LOC101929950",38118032,1
"1148613","chr17","LOC101929950",38117592,1
"1148615","chr17","MRPL45",38297533,1
"1148618","chr17","MRPL45",38301060,1
"1148621","chr17","MRPL45",38323192,1
"1148623","chr17","MRPL45",38322287,1
"1148641","chr17","PSMB3",38764140,1
"1148644","chr17","PSMB3",38753309,1
"1148647","chr17",NA,38776572,1
"1148648","chr17","LASP1",38918725,1
"1148650","chr17","RPL19",39204627,1
"1148703","chr17","RPL19",39205180,1
"1148839","chr17","CDK12",39532212,1
"1148840","chr17","PSMD3",39997941,1
"1148841","chr17","MSL1",40136890,1
"1148842","chr17","RARA",40349813,1
"1148843","chr17",NA,40602126,1
"1148844","chr17","KRT10-AS1",40819504,1
"1148850","chr17","EIF1",41691517,1
"1148852","chr17","EIF1",41690181,1
"1148862","chr17","EIF1",41726584,1
"1148887","chr17","ATP6V0A1",42468036,1
"1148888","chr17","ATP6V0A1",42468109,1
"1148904","chr17","ATP5MGP7",42648368,2
"1148915","chr17","PSME3",42841725,1
"1148919","chr17","RPL27",43000231,3
"1148942","chr17","RPL27",43004887,1
"1148950","chr17","RPL27",43002973,1
"1148973","chr17","IFI35",43014472,1
"1148976","chr17",NA,44373064,1
"1148978","chr17","CCDC103",44903678,1
"1148979","chr17","NMT1",45081713,3
"1148981","chr17","NMT1",45105959,1
"1148983","chr17","NMT1",45155171,1
"1148984","chr17","MAP3K14-AS1",45259907,3
"1148986","chr17","LOC105369225",45495296,1
"1148987","chr17","LOC105369225",45503639,1
"1148988","chr17","LOC105369225",45558645,1
"1148989","chr17","RPS26P8",45722646,1
"1149078","chr17","LRRC37A2",46938800,2
"1149082","chr17","LRRC37A2",46938975,3
"1149084","chr17","NPEPPS",47532940,1
"1149087","chr17","NPEPPS",47585992,1
"1149088","chr17","NPEPPS",47622168,1
"1149089","chr17","NPEPPS",47585552,1
"1149090","chr17","KPNB1",47650119,1
"1149099","chr17",NA,48479183,1
"1149105","chr17","ATP5MC1",48918784,1
"1149109","chr17","UBE2Z",48928351,1
"1149110","chr17",NA,49348996,1
"1149111","chr17",NA,49342201,1
"1149112","chr17",NA,49424095,1
"1149114","chr17","KAT7",49811538,1
"1149115","chr17","KAT7",49795647,1
"1149116","chr17","KAT7",49795438,1
"1149119","chr17","LUC7L3",50745874,2
"1149126","chr17","NME1-NME2",51160080,1
"1149154","chr17","NME1-NME2",51171699,3
"1149173","chr17","UTP18",51260679,1
"1149174","chr17","MTCO1P40",53105885,1
"1149198","chr17","ISCA1P3",54479694,1
"1149199","chr17","HLF",55322039,1
"1149201","chr17","MSI2",57616045,1
"1149202","chr17","DYNLL2",58094874,1
"1149203","chr17","TSPOAP1-AS1",58353707,1
"1149206","chr17","RAD51C",58703287,1
"1149233","chr17",NA,59016631,1
"1149234","chr17","LOC124904039",59151899,1
"1149236","chr17","CLTC",59651548,1
"1149244","chr17",NA,59965328,1
"1149394","chr17","METTL2A",62428018,1
"1149395","chr17","METTL2A",62432981,1
"1149396","chr17","METTL2A",62427897,1
"1149397","chr17","METTL2A",62426325,1
"1149400","chr17","METTL2A",62450901,3
"1149404","chr17","DCAF7",63594039,1
"1149406","chr17",NA,63749472,1
"1149412","chr17","PSMC5",63831376,1
"1149416","chr17","PSMC5",63830420,1
"1149417","chr17",NA,63832918,1
"1149423","chr17",NA,64841713,1
"1149425","chr17","NOL11",67726796,1
"1149426","chr17","NOL11",67722638,1
"1149428","chr17","NOL11",67744127,1
"1149430","chr17","RPL17P41",67789163,1
"1149452","chr17","KPNA2",68037397,1
"1149485","chr17","KPNA2",68046735,1
"1149537","chr17","COG1",73208496,1
"1149711","chr17",NA,75169386,1
"1149721","chr17","MRPS7",75266258,2
"1149726","chr17","MRPS7",75266293,1
"1149727","chr17","MRPS7",75263453,1
"1149734","chr17","MRPS7",75263426,1
"1149753","chr17","RPL36AP7",75339130,1
"1149759","chr17","TMEM94",75492720,1
"1149764","chr17","SAP30BP",75702559,2
"1149768","chr17",NA,75827433,1
"1149769","chr17","UBALD2",76270742,1
"1149770","chr17","SPHK1",76387843,1
"1149781","chr17","SNHG16",76563287,2
"1149806","chr17","SNHG16",76564114,1
"1149831","chr17","SNHG16",76564353,1
"1149832","chr17","SNHG16",76565323,1
"1149834","chr17","SNHG20",77119326,1
"1149836","chr17",NA,78127536,1
"1149848","chr17","AFMID",78207683,1
"1149850","chr17","RNF213",80288105,1
"1149851","chr17","RNF213",80395275,1
"1149852","chr17","RNF213",80395241,1
"1149853","chr17","RPTOR",80759222,2
"1149854","chr17","CHMP6",80995703,2
"1149856","chr17","NDUFAF8",81241268,1
"1149868","chr17",NA,81512309,1
"1149869","chr17","MRPL12",81707196,1
"1149875","chr17","GPS1",82053368,1
"1149876","chr17","HEXD",82442627,2
"1149878","chr17","TBCD",82860110,1
"1149879","chr17","RPL23AP87",83240602,1
"1149884","chr18",NA,700915,2
"1149887","chr18","NDC80",2616614,1
"1149910","chr18","MYL12B",3278542,1
"1149911","chr18","MYL12B",3273005,3
"1149925","chr18",NA,3527389,1
"1149927","chr18","LINC00667",5243959,1
"1149930","chr18",NA,6462836,1
"1149945","chr18","ANKRD12",9244142,1
"1149946","chr18","RALBP1",9537304,1
"1149948","chr18","VAPA",9954517,2
"1149950","chr18","VAPA",9954765,1
"1149955","chr18","NAPG",10526176,1
"1149956","chr18","NAPG",10533194,1
"1149957","chr18","IMPA2",11982811,1
"1149972","chr18","C18orf61",12211679,1
"1149975","chr18",NA,12466107,1
"1149979","chr18",NA,12794441,1
"1149981","chr18","LDLRAD4",13465113,1
"1149984","chr18","LDLRAD4",13484120,1
"1149985","chr18","LDLRAD4",13616037,1
"1149987","chr18","LDLRAD4",13652478,1
"1150011","chr18","SNRPD1",21612408,1
"1150048","chr18","SNRPD1",21623883,1
"1150054","chr18","MIB1",21779684,2
"1150055","chr18","MIB1",21765945,1
"1150057","chr18","RBBP8",22969273,1
"1150058","chr18","RIOK3",23473500,2
"1150060","chr18","TTC39C",24135939,1
"1150061","chr18",NA,30425239,1
"1150062","chr18",NA,32412613,1
"1150063","chr18","MAPRE2",35041636,1
"1150064","chr18","MAPRE2",35141721,1
"1150068","chr18","ZNF271P",35306050,1
"1150069","chr18","ZNF271P",35306206,1
"1150070","chr18","C18orf21",35979033,1
"1150071","chr18",NA,45788770,1
"1150072","chr18","HAUS1",46124867,1
"1150078","chr18",NA,47168156,1
"1150079","chr18","MIR4527HG",47314703,1
"1150080","chr18","TPMTP1",47631199,1
"1150084","chr18",NA,59693489,2
"1150086","chr18","PMAIP1",59903401,1
"1150126","chr18","TNFRSF11A",62336837,1
"1150127","chr18",NA,62410955,1
"1150128","chr18","ACTBP9",62443206,1
"1150150","chr18","CNDP2",74497805,1
"1150151","chr18","NFATC1",79467969,1
"1150153","chr19","BSG",579540,1
"1150154","chr19","PTBP1",812329,1
"1150155","chr19","RNU6-9",893579,1
"1150158","chr19","CNN2",1036482,1
"1150159","chr19","CNN2",1046007,1
"1150160","chr19","ARHGAP45",1077568,1
"1150164","chr19","NDUFS7",1395572,1
"1150227","chr19","SCAMP4",1911815,1
"1150228","chr19","SCAMP4",1915027,1
"1150229","chr19","SCAMP4",1906866,1
"1150230","chr19","SF3A2",2248668,1
"1150232","chr19","OAZ1",2273368,2
"1150234","chr19","OAZ1",2313880,1
"1150239","chr19","GADD45B",2476545,1
"1150240","chr19","GADD45B",2477702,1
"1150243","chr19","S1PR4",3181925,3
"1150244","chr19",NA,3181925,3
"1150248","chr19","MRPL54",3767448,1
"1150251","chr19","CHAF1A",4409340,1
"1150252","chr19","CHAF1A",4452473,1
"1150253","chr19",NA,4628726,1
"1150255","chr19","UHRF1",4962111,1
"1150256","chr19","RPL32P34",5277825,1
"1150257","chr19","SAFB",5641617,1
"1150258","chr19","HSD11B1L",5685590,3
"1150272","chr19","RPL36",5691550,3
"1150298","chr19","RPL36",5690601,2
"1150308","chr19","RPL36",5737574,1
"1150310","chr19","RPL36",5690567,1
"1150369","chr19","RPL36",5690492,1
"1150383","chr19","RPL36",5711055,1
"1150384","chr19",NA,6413922,1
"1150385","chr19","ZNF557",7087574,1
"1150386","chr19","PNPLA6",7535908,1
"1150400","chr19",NA,7714667,1
"1150401","chr19",NA,7950885,1
"1150501","chr19","RPS28",8348754,1
"1150529","chr19","RAB11B",8425233,1
"1150530","chr19","HNRNPM",8489097,1
"1150539","chr19","UBE2L4",9775166,2
"1150544","chr19","RPL10P15",9820814,1
"1150550","chr19","UBL5",9828391,1
"1150554","chr19","PPAN",10107597,2
"1150556","chr19","PPAN",10107845,1
"1150559","chr19",NA,10350245,1
"1150560","chr19",NA,10486714,1
"1150561","chr19","ILF3",10670605,1
"1150565","chr19","TIMM29",10930242,3
"1150567","chr19","TSPAN16",11324275,1
"1150568","chr19","PRKCSH",11436488,1
"1150572","chr19",NA,11666467,1
"1150573","chr19","ZNF440",11835563,1
"1150574","chr19","ZNF69",11950746,1
"1150575","chr19","LOC100289333",12207575,1
"1150576","chr19","JUNB",12793334,1
"1150577","chr19","RNASEH2A",12807686,1
"1150578","chr19","GCDH",12892178,1
"1150581","chr19","GCDH",12894719,1
"1150585","chr19","CALR",12939624,2
"1150607","chr19","C19orf53",13778082,4
"1150642","chr19","EEF1DP1",14070421,3
"1150683","chr19","EEF1DP1",14070575,1
"1150710","chr19",NA,14092992,1
"1151261","chr19","SNRPGP15",14489683,1
"1151389","chr19","SNRPGP15",14510727,2
"1151779","chr19","CLEC17A",14612031,1
"1151938","chr19","RPL23AP2",15612362,1
"1151956","chr19","FAM32A",16191184,1
"1151961","chr19","MRPL34",17306818,3
"1151962","chr19","GTPBP3",17342351,1
"1151963","chr19","BISPR",17411826,1
"1151964","chr19","BISPR",17418900,1
"1151965","chr19",NA,17851217,1
"1151973","chr19","RPL18A",17862105,1
"1152301","chr19","RPL18A",17888980,2
"1152303","chr19","CCDC124",17943810,1
"1152311","chr19","IFI30",18232417,1
"1152312","chr19","IFI30",18178099,2
"1152314","chr19","PGPEP1",18351653,1
"1152315","chr19","KXD1",18569294,1
"1152327","chr19","UBA52",18573749,1
"1152592","chr19","RFXANK",19201674,1
"1152604","chr19",NA,19664632,1
"1152606","chr19","ZNF101",19682145,1
"1152608","chr19","ZNF101",19677837,1
"1152609","chr19","ZNF253",19872229,1
"1152610","chr19","ZNF253",19880147,1
"1152611","chr19","ZNF253",19882029,1
"1152659","chr19",NA,20131453,1
"1152660","chr19","ZNF486",20197490,1
"1152664","chr19","ZNF66",20799104,1
"1152667","chr19","ZNF257",22053395,1
"1152671","chr19",NA,22626723,2
"1152843","chr19","RPS27P29",23597549,1
"1152935","chr19","RPSA2",23827398,1
"1153007","chr19","RPSA2",23827967,3
"1153039","chr19","RPSA2",23827732,1
"1153044","chr19","ZNF254",24118568,1
"1153051","chr19","POP4",29610614,1
"1153058","chr19","PLEKHF1",29675459,1
"1153059","chr19","URI1",29943989,1
"1153061","chr19","PDCD5",32670690,1
"1153066","chr19","NUDT19",32713230,1
"1153068","chr19","FAAP24",32977510,1
"1153090","chr19","GPI",34379563,1
"1153107","chr19","GPI",34377882,1
"1153108","chr19","GPI",34366411,1
"1153121","chr19","SCN1B",35040058,1
"1153131","chr19","EEF1A1P7",35382303,1
"1153132","chr19","HAUS5",35625305,1
"1153152","chr19","COX6B1",35658697,1
"1153153","chr19","ZBTB32",35714643,2
"1153159","chr19","PROSER3",35768678,1
"1153160","chr19","PROSER3",35771002,1
"1153164","chr19","LOC101927572",36019326,1
"1153165","chr19","ZNF567",36667249,1
"1153166","chr19","ZNF567",36744754,1
"1153184","chr19","ZNF875",37318187,1
"1153185","chr19","ZNF527",37389960,1
"1153186","chr19",NA,37546741,1
"1153187","chr19","SIPA1L3",38050938,1
"1153191","chr19","PSMD8",38374962,1
"1153198","chr19","PSMD8",38382771,1
"1153207","chr19","PSMD8",38383839,1
"1153233","chr19","EIF3K",38624176,1
"1153234","chr19",NA,38815548,1
"1153235","chr19","PAK4",39125920,1
"1153236","chr19",NA,39329046,1
"1153237","chr19","SAMD4B",39388150,1
"1153238","chr19","MED29",39399570,1
"1153240","chr19","TIMM50",39492506,1
"1153241","chr19","PSMC4",39982806,2
"1153242","chr19","SNRPA",40765375,2
"1153243","chr19","RAB4B-EGLN2",40808379,1
"1153249","chr19","HNRNPUL1",41307653,1
"1153254","chr19",NA,41431912,1
"1153260","chr19","LINC01480",41541061,1
"1153268","chr19","CEACAM21",41555099,1
"1153373","chr19","RPS19",41871559,1
"1153422","chr19","RPS19",41872946,1
"1153476","chr19",NA,42242247,1
"1153477","chr19","ZNF234",44159079,1
"1153487","chr19","VASP",45526996,1
"1153488","chr19","VASP",45548681,2
"1153505","chr19","CALM3",46610210,2
"1153517","chr19","NOP53",47757045,2
"1153519","chr19","SELENOW",47821255,2
"1153522","chr19","SELENOW",47782179,1
"1153523","chr19","SNAR-A12",47907785,7
"1153527","chr19","SNAR-C4",47939650,1
"1153528","chr19","SNAR-A13",47945029,6
"1153540","chr19","ZSWIM9",48188093,1
"1153541","chr19","ZSWIM9",48196156,1
"1153546","chr19","EMP3",48326887,1
"1153551","chr19","PPP1R15A",48887344,1
"1153552","chr19","NUCB1",48919096,1
"1153553","chr19","NUCB1",48923230,1
"1153555","chr19","BAX",48959678,1
"1153573","chr19","FTL",48965462,2
"1153601","chr19","SNRNP70",49098449,1
"1153602","chr19","SNRNP70",49108590,1
"1153603","chr19","CD37",49335524,1
"1153606","chr19","CD37",49340821,1
"1153607","chr19","CD37",49338801,1
"1153608","chr19","FLT3LG",49483450,1
"1153609","chr19","FLT3LG",49475788,1
"1153610","chr19","FLT3LG",49476665,1
"1153919","chr19","RPL13A",49491914,1
"1153971","chr19","RPL13A",49490536,1
"1154109","chr19","PRMT1",49688426,2
"1154110","chr19","PRMT1",49688269,1
"1154113","chr19","POLD1",50393128,1
"1154114","chr19","POLD1",50396377,1
"1154116","chr19","CD33",51240005,1
"1154182","chr19","PPP2R1A",52226175,1
"1154183","chr19","PPP2R1A",52205987,1
"1154186","chr19","ARPC1AP2",53005518,2
"1154187","chr19","ZNF765-ZNF761",53413454,1
"1154188","chr19","ZNF765-ZNF761",53442861,1
"1154189","chr19","RPLP1P12",53775574,1
"1154190","chr19","RPLP1P12",53775951,2
"1154199","chr19","NDUFA3",54105968,1
"1154203","chr19","CNOT3",54155709,1
"1154204","chr19","RPS9",54207511,1
"1154209","chr19","KIR2DL3",54753053,1
"1154235","chr19","RPL28",55386981,1
"1154269","chr19","RPL28",55388263,1
"1154302","chr19","RPL28",55389866,1
"1154303","chr19","RPL28",55386665,1
"1154314","chr19","ZNF524",55603124,1
"1154315","chr19","ZNF581",55640138,1
"1154316","chr19","EPN1",55695776,2
"1154317","chr19","ZNF542P",56379545,1
"1154318","chr19","ZNF542P",56379811,1
"1154320","chr19","ZNF551",57692227,1
"1154321","chr19",NA,57842517,1
"1154322","chr19","ZNF274",58216592,1
"1154323","chr19","ZNF544",58277516,1
"1154324","chr19","ZNF8-ERVK3-1",58315106,1
"1154325","chr19","ZNF8-ERVK3-1",58315639,2
"1154331","chr19","ZNF8-ERVK3-1",58306217,1
"1154464","chr19","RPS5",58393152,1
"1154488","chr19","RPS5",58392628,1
"1154490","chr19","CENPBD2P",58582417,1
"1154491","chr19","LOC107987272",58589504,3
"1154493","chr19","RPL23AP79",58599648,1
"1154494","chr19","RPL23AP79",58599745,4
"1154510","chr20",NA,3784324,1
"1154511","chr20","AP5S1",3825271,1
"1154512","chr20","AP5S1",3824520,1
"1154513","chr20","MAVS",3854710,1
"1154530","chr20","FTLP3",4023820,1
"1154600","chr20","CDS2",5190435,1
"1154603","chr20","SHLD1",5821543,1
"1154604","chr20","LOC149844",6214053,1
"1154605","chr20","SLX4IP",10628018,1
"1154606","chr20","PA2G4P2",12380264,1
"1154607","chr20","ISM1",13354957,1
"1154610","chr20","MACROD2",14055765,1
"1154611","chr20","SNRPB2",16731761,2
"1154614","chr20","SNRPB2",16740416,1
"1154635","chr20","DSTN",17600801,2
"1154636","chr20","DSTN",17607224,6
"1154640","chr20",NA,18489910,1
"1155775","chr20","SEC23B",18510984,1
"1155813","chr20","NAA20",20026809,1
"1155822","chr20","CFAP61",20103234,1
"1155871","chr20","XRN2",21343790,1
"1155944","chr20","RPL41P1",21807106,1
"1156060","chr20","NXT1",23354782,1
"1156061","chr20","CST7",24959891,1
"1156062","chr20","GINS1",25417297,1
"1156063","chr20","GINS1",25446182,1
"1156064","chr20","LOC100134868",26050867,1
"1156067","chr20","FRG1BP",30399296,1
"1156068","chr20","FRG1BP",30394056,1
"1156070","chr20","HM13",31530276,1
"1156071","chr20","HM13",31538262,1
"1156072","chr20",NA,31783827,2
"1156073","chr20","TM9SF4",32139232,1
"1156074","chr20","POFUT1",32238638,3
"1156076","chr20","KIF3B",32334452,1
"1156078","chr20","MAPRE1",32819989,1
"1156079","chr20","MAPRE1",32850391,1
"1156080","chr20","LOC124904889",33401676,1
"1156081","chr20","ITCH",34402412,1
"1156083","chr20","DYNLRB1",34540818,1
"1156087","chr20","MMP24",35246317,1
"1156114","chr20","AAR2",36240154,1
"1156115","chr20","RPS27AP3",37049625,1
"1156117","chr20","RPN2",37241430,2
"1156123","chr20","CTNNBL1",37746525,1
"1156124","chr20","CTNNBL1",37733069,1
"1156126","chr20","CTNNBL1",37842421,1
"1156130","chr20","PPP1R16B",38805793,1
"1156131","chr20","DHX35",39002794,2
"1156135","chr20","SRSF6",43461763,1
"1156138","chr20","MYBL2",43667178,1
"1156139","chr20","MYBL2",43716468,1
"1156142","chr20","OSER1-DT",44214986,1
"1156147","chr20","YWHAB",44905049,1
"1156149","chr20","YWHAB",44901746,1
"1156159","chr20",NA,44942963,1
"1156160","chr20","STK4",45075457,1
"1156161","chr20","STK4",44978538,1
"1156162","chr20","STK4",45025037,1
"1156164","chr20","PIGT",45419388,1
"1156165","chr20",NA,47358224,1
"1156166","chr20","CSE1L",49072663,1
"1156167","chr20","CSE1L",49058523,1
"1156221","chr20","ARPC3P1",49134919,2
"1156297","chr20",NA,49167745,2
"1156299","chr20","DDX27",49241966,1
"1156300","chr20","DDX27",49221492,1
"1156305","chr20","ZFAS1",49295714,1
"1156307","chr20","ZFAS1",49279323,1
"1156314","chr20","RNF114",49952225,1
"1156315","chr20",NA,50082277,1
"1156317","chr20",NA,51483349,2
"1156319","chr20",NA,53582947,1
"1157785","chr20","RPL12P4",55133518,1
"1159454","chr20","CSTF1",56399062,1
"1159455","chr20","RTF2",56468751,1
"1159457","chr20","RTF2",56470905,1
"1159461","chr20","STX16-NPEPL1",58678775,1
"1159463","chr20","GNAS",58910999,1
"1159464","chr20","GNAS",58911119,1
"1159465","chr20","NELFCD",58995099,1
"1159466","chr20","ZNF831",59216964,1
"1159467","chr20","MIR646HG",60180914,1
"1159468","chr20","ADRM1",62303696,1
"1159469","chr20","ADRM1",62304534,1
"1159470","chr20","ADRM1",62306241,1
"1159557","chr20","GID8",62941525,1
"1159561","chr20","MHENCR",63628695,1
"1159563","chr20","TPD52L2",63869445,1
"1159565","chr20","TPD52L2",63890911,1
"1159568","chr20","TPD52L2",63890327,1
"1159571","chr21","LOC101059907",6928205,1
"1159615","chr21","LOC124904993",8200830,1
"1159640","chr21","RNA45SN2",8254967,4
"1159723","chr21","RNA45SN2",8215535,1
"1159733","chr21","RNA45SN2",8215983,2
"1159737","chr21","RNA45SN2",8259488,1
"1159740","chr21","RNA45SN2",8260485,3
"1159797","chr21","RNA18SP5",8255540,1
"1159805","chr21","RNA5-8SP10",8393860,20
"1159863","chr21","LOC110467529",8259792,1
"1159864","chr21","LOC110467529",8259764,1
"1159874","chr21","LOC110467529",8398293,1
"1159875","chr21","LOC110467529",8399286,2
"1159888","chr21",NA,8383876,1
"1159914","chr21","RNA45SN3",8393805,1
"1159916","chr21","RNA45SN3",8438007,2
"1160008","chr21","RNA45SN3",8398346,1
"1160017","chr21","RNA45SN3",8442522,1
"1160019","chr21","RNA45SN3",8443525,5
"1160043","chr21","RNA45SN3",8401330,1
"1160082","chr21","RNA45SN1",8437684,1
"1160087","chr21","RNA45SN1",8438007,2
"1160098","chr21","RNA45SN1",8438210,1
"1160197","chr21","RNA45SN1",8441958,1
"1160257","chr21",NA,8988328,1
"1160260","chr21","FAM207CP",13793289,1
"1160261","chr21","RBM11",14227387,1
"1160262","chr21","LOC124905055",15423518,1
"1160263","chr21","USP25",15880302,1
"1160319","chr21","PPIAP22",18857926,2
"1160384","chr21","PPIAP22",18885314,1
"1160398","chr21","PPIAP22",18858008,2
"1160420","chr21","PPIAP22",18857894,1
"1160511","chr21","LINC01684",24442235,1
"1160512","chr21","LINC01684",24445085,1
"1160786","chr21","RPL13AP7",25399033,1
"1161024","chr21","RPL13AP7",25362036,1
"1161055","chr21","MIR155HG",25574248,2
"1161063","chr21",NA,28885727,1
"1161064","chr21","USP16",29037317,1
"1161065","chr21","BACH1",29326742,1
"1161067","chr21","SOD1",31668579,1
"1161068","chr21","SOD1",31668844,2
"1161070","chr21","SOD1",31723651,1
"1161092","chr21",NA,33535321,1
"1161095","chr21",NA,33912344,1
"1161097","chr21","MRPS6",34218005,1
"1161098","chr21","MRPS6",34143043,1
"1161106","chr21","SMIM11",34388727,1
"1161114","chr21","MEMO1P1",36131487,1
"1161134","chr21","DYRK1A",37367009,1
"1161142","chr21","GET1-SH3BGR",39397900,1
"1161145","chr21","MX1",41448841,1
"1161151","chr21",NA,42461551,1
"1161153","chr21","PKNOX1",43017190,1
"1161162","chr21",NA,43632446,1
"1161163","chr21","RRP1B",43695972,1
"1161166","chr21","PDXK",43756247,1
"1161167","chr21","RRP1",43789748,1
"1161168","chr21","RRP1",43790415,1
"1161170","chr21","GATD3",44140293,1
"1161171","chr21","PFKL",44312143,1
"1161173","chr21","PRMT2",46664952,1
"1161174","chr21","PRMT2",46648531,1
"1161175","chr21","PRMT2",46644694,1
"1161176","chr21","RPL23AP4",46691538,2
"1161184","chr22","DUXAP8",15853519,12
"1161185","chr22",NA,16405664,3
"1161188","chr22","BCL2L13",17729120,2
"1161190","chr22","TUBA8",18127194,1
"1161218","chr22",NA,19095382,1
"1161219","chr22",NA,19114065,1
"1161236","chr22","DGCR8",20111507,1
"1161240","chr22","LOC101928824",20500836,2
"1161241","chr22","MED15",20568589,1
"1161242","chr22","MED15",20507748,1
"1161243","chr22","MED15",20539999,1
"1161245","chr22","BCRP2",21116234,1
"1161246","chr22","BCRP2",21120195,1
"1161253","chr22","UBE2L3",21623465,2
"1161491","chr22","UBE2L3",21622954,1
"1161492","chr22",NA,21630586,1
"1161493","chr22","IGL",22304028,1
"1161495","chr22","IGL",22303292,1
"1161517","chr22","SMARCB1",23799667,1
"1161542","chr22",NA,23975634,1
"1161543","chr22","SPECC1L-ADORA2A",24302361,1
"1161549","chr22","SNRPD3",24690607,4
"1161570","chr22","SNRPD3",24574951,1
"1161577","chr22","BCRP3",24651269,1
"1161583","chr22","KIAA1671",25055591,1
"1161584","chr22","CRYBB2P1",25459739,1
"1161585","chr22","CRYBB2P1",25461222,7
"1161626","chr22","HSCB",28757233,1
"1161627","chr22","EWSR1",29278090,1
"1161631","chr22","NF2",29697592,1
"1161656","chr22",NA,30269379,1
"1161657","chr22","MORC2-AS1",30922957,1
"1161658","chr22",NA,30956027,1
"1161659","chr22","TUG1",30978833,1
"1161663","chr22","DRG1",31411054,1
"1161665","chr22","DEPDC5",31768864,1
"1163068","chr22","RPS17P16",32044957,1
"1165930","chr22","RPS17P16",32039807,1
"1165974","chr22","HMGXB4",35253158,1
"1165975","chr22","HMGXB4",35262409,1
"1165977","chr22","APOL1",36266915,2
"1165979","chr22","APOL1",36267501,1
"1165980","chr22",NA,37126666,1
"1165981","chr22","SH3BP1",37656057,1
"1165983","chr22","NOL12",37693463,1
"1165987","chr22","EIF3L",37888573,1
"1165988","chr22","EIF3L",37851417,2
"1165991","chr22","POLR2F",37953798,1
"1165995","chr22",NA,38182658,1
"1166000","chr22","APOBEC3C",39017956,1
"1166002","chr22","APOBEC3F",39048836,1
"1166019","chr22","APOBEC3G",39087553,1
"1166021","chr22",NA,39092857,17
"1166026","chr22",NA,39156255,1
"1166027","chr22",NA,39172814,1
"1166029","chr22",NA,39151468,1
"1166035","chr22","ATF4",39520753,1
"1166043","chr22","UQCRFS1P1",39876341,2
"1166060","chr22","GRAP2",39969234,1
"1166086","chr22","ADSL",40367898,1
"1166087","chr22","ADSL",40366733,1
"1166094","chr22","ADSL",40349869,2
"1166108","chr22","RBX1",40955531,2
"1166114","chr22","L3MBTL2",41231201,1
"1166122","chr22","MEI1",41796119,1
"1166124","chr22","SMDT1",42083331,1
"1166129","chr22","NDUFA6-DT",42093666,1
"1166130","chr22","NDUFA6-DT",42125026,2
"1166131","chr22",NA,42483763,1
"1166132","chr22",NA,42516139,1
"1166133","chr22",NA,42516495,1
"1166151","chr22","SAMM50",43963374,1
"1166173","chr22","NUP50",45185613,1
"1166176","chr22","ATXN10",45843134,1
"1166177","chr22","LOC124905135",46053561,1
"1166178","chr22","GTSE1",46308651,2
"1166180","chr22","TBC1D22A",47037663,1
"1166187","chr22","RPL23AP82",50799490,1
"1166193","chr22","RPL23AP82",50799134,4
"1166198","chr22","RPL23AP82",50799335,2
"1166211","chrX","PLCXD1",293484,3
"1166223","chrX","LOC105379413",1783203,1
"1166224","chrX","MIR6089",2664257,1
"1166227","chrX","CD99",2741071,1
"1166228","chrX","CD99",2733668,1
"1166271","chrX",NA,3815533,1
"1166272","chrX","HCCS",11121867,1
"1166273","chrX","HCCS",11121890,1
"1166274","chrX","PRPS2",12821026,1
"1166275","chrX",NA,12968938,1
"1166294","chrX","TMSB4X",12976793,1
"1166310","chrX","TMSB4X",12976883,1
"1166344","chrX","TMSB4X",12976298,1
"1166397","chrX","OFD1",13773936,1
"1166407","chrX","CA5BP1",15693676,1
"1166408","chrX","SYAP1",16765321,1
"1166411","chrX",NA,19051931,1
"1166412","chrX","PDHA1",19360344,1
"1166413","chrX","PDHA1",19353887,2
"1166415","chrX","CNKSR2",21654700,2
"1166417","chrX","SMS",21994848,1
"1166419","chrX","PRDX4",23686406,1
"1166420","chrX","SAT1",23784096,1
"1166421","chrX","SAT1",23799849,1
"1166423","chrX",NA,24001826,1
"1166424","chrX","EIF2S3",24078322,1
"1166429","chrX","EIF2S3",24066092,1
"1166431","chrX","EIF2S3",24077957,1
"1166454","chrX","TBCAP1",33041501,7
"1166458","chrX","TBCAP1",33041774,2
"1166464","chrX","RPL32P36",40908426,1
"1166474","chrX",NA,44307684,1
"1166490","chrX","RPSAP61",44742024,1
"1166492","chrX","RPSAP61",44741887,1
"1166512","chrX",NA,44781645,4
"1166513","chrX","KRBOX4",46473595,2
"1166515","chrX",NA,46772852,1
"1166516","chrX","RP2",46893401,1
"1166520","chrX","FTSJ1",48482507,1
"1166521","chrX","FTSJ1",48497339,1
"1166526","chrX","RBM3",48578222,1
"1166528","chrX","RBM3",48577968,1
"1166533","chrX","RBM3",48585552,1
"1166536","chrX","RBM3",48577719,1
"1166539","chrX","RBM3",48577089,1
"1166540","chrX","RBM3",48582109,1
"1166544","chrX","WAS",48685988,1
"1166549","chrX","PQBP1",48900915,1
"1166551","chrX","PLP2",49227338,1
"1166553","chrX","PLP2",49174915,1
"1166554","chrX","PLP2",49173427,1
"1166557","chrX",NA,49202453,1
"1166558","chrX","CCDC22",49250781,1
"1166559","chrX","MAGED1",51819398,1
"1166560","chrX","FAM156B",52898448,1
"1166566","chrX","TSR2",54445285,1
"1166567","chrX","TSR2",54445478,1
"1166568","chrX",NA,54537208,1
"1166569","chrX","GNL3L",54565265,1
"1166570","chrX","APEX2",55007684,1
"1166571","chrX",NA,55159193,1
